"El municipi en xifres"
"082665: Cerdanyola del Vallès (Vallès Occidental)"
https://www.idescat.cat/emex/?id=082665
"Institut d'Estadística de Catalunya"

tema,temaid,taula,taulaid,concepte,concepteid,temps,unitat,font,valormun,valorcom,valorcat
"Macromagnituds · Finances públiques",g163,"Valor afegit brut (Revisió estadística 2019). Serveis. Per branques",t181,"Act. financeres i assegurances",f212,2019,"milions d'euros",Idescat.,46.8,903.3,7396.7
"Macromagnituds · Finances públiques",g163,"Valor afegit brut (Revisió estadística 2019). Serveis. Per branques",t181,"Act. immobiliàries, tècniques i administratives",f213,2019,"milions d'euros",Idescat.,526.0,5937.5,50944.5
"Macromagnituds · Finances públiques",g163,"Valor afegit brut (Revisió estadística 2019). Serveis. Per branques",t181,"Administració pública i altres serveis",f214,2019,"milions d'euros",Idescat.,644.6,4928.6,46039.6
"Macromagnituds · Finances públiques",g163,"Valor afegit brut (Revisió estadística 2019). Serveis. Per branques",t181,Total,f253,2019,"milions d'euros",Idescat.,1555.7,18805.5,170742.4
"Macromagnituds · Finances públiques",g163,"Renda familiar disponible bruta. Revisió estadística 2019",t5,RFDB,f6,2018,"milers d'euros",Idescat.,1082641,16422201,133679103
"Macromagnituds · Finances públiques",g163,"Renda familiar disponible bruta. Revisió estadística 2019",t5,"RFDB per habitant",f7,2018,"milers d'euros",Idescat.,18.8,17.9,17.6
"Macromagnituds · Finances públiques",g163,"Renda familiar disponible bruta. Revisió estadística 2019",t5,"RFDB per habitant",f8,2018,"índex Catalunya=100",Idescat.,106.9,101.3,100.0
"Macromagnituds · Finances públiques",g163,"Impost de béns immobles urbans (IBI)",t179,"Nombre de rebuts",f198,2020,,"Idescat, a partir de les dades de la Dirección General del Catastro.",37572,595540,5855886
"Macromagnituds · Finances públiques",g163,"Impost de béns immobles urbans (IBI)",t179,"Base imposable per rebut",f199,2020,euros,"Idescat, a partir de les dades de la Dirección General del Catastro.",95300.1,81045.4,70537.2
"Macromagnituds · Finances públiques",g163,"Impost de béns immobles urbans (IBI)",t179,"Quota íntegra per rebut",f200,2020,euros,"Idescat, a partir de les dades de la Dirección General del Catastro.",556.7,497.0,485.9
"Macromagnituds · Finances públiques",g163,"Impost sobre la renda de les persones físiques (IRPF)",t9,"Base imposable general per declarant",f10,2019,euros,"Idescat, a partir de les dades de l'Agència Estatal d'Administració Tributària.",26900,26001,24984
"Macromagnituds · Finances públiques",g163,"Impost sobre la renda de les persones físiques (IRPF)",t9,"Quota resultant de l'autoliquidació per declarant",f11,2019,euros,"Idescat, a partir de les dades de l'Agència Estatal d'Administració Tributària.",7383,7324,7193
"Macromagnituds · Finances públiques",g163,"Impost sobre el patrimoni de les persones físiques (IPPF)",t167,"Patrimoni total per declarant",f180,2007,euros,"Idescat, a partir de les dades de l'Agència Estatal d'Administració Tributària.",535330,549239,516035
"Macromagnituds · Finances públiques",g163,"Impost sobre el patrimoni de les persones físiques (IPPF)",t167,"Actius reals",f202,2007,%,"Idescat, a partir de les dades de l'Agència Estatal d'Administració Tributària.",47.8,38.3,37.4
"Macromagnituds · Finances públiques",g163,"Impost sobre el patrimoni de les persones físiques (IPPF)",t167,"Actius financers",f203,2007,%,"Idescat, a partir de les dades de l'Agència Estatal d'Administració Tributària.",52.2,61.7,62.6
"Sectors econòmics",g170,"Superfície agrícola utilitzada (SAU)",t132,"Terres llaurades",f133,2009,hectàrees,"Idescat, a partir de les dades del Cens agrari de l'INE.",144,4981,792425
"Sectors econòmics",g170,"Superfície agrícola utilitzada (SAU)",t132,"Pastures permanents",f134,2009,hectàrees,"Idescat, a partir de les dades del Cens agrari de l'INE.",98,1113,355107
"Sectors econòmics",g170,"Superfície agrícola utilitzada (SAU)",t132,Total,f345,2009,hectàrees,"Idescat, a partir de les dades del Cens agrari de l'INE.",242,6094,1147532
"Sectors econòmics",g170,"Terres llaurades. Per tipus de conreu",t199,Herbacis,f346,2009,hectàrees,"Idescat, a partir de les dades del Cens agrari de l'INE.",137,4541,511150
"Sectors econòmics",g170,"Terres llaurades. Per tipus de conreu",t199,Fruiters,f347,2009,hectàrees,"Idescat, a partir de les dades del Cens agrari de l'INE.",6,194,110819
"Sectors econòmics",g170,"Terres llaurades. Per tipus de conreu",t199,Olivera,f348,2009,hectàrees,"Idescat, a partir de les dades del Cens agrari de l'INE.",0,209,101236
"Sectors econòmics",g170,"Terres llaurades. Per tipus de conreu",t199,Vinya,f349,2009,hectàrees,"Idescat, a partir de les dades del Cens agrari de l'INE.",1,30,61391
"Sectors econòmics",g170,"Terres llaurades. Per tipus de conreu",t199,Altres,f350,2009,hectàrees,"Idescat, a partir de les dades del Cens agrari de l'INE.",0,7,7829
"Sectors econòmics",g170,"Terres llaurades. Per tipus de conreu",t199,Total,f351,2009,hectàrees,"Idescat, a partir de les dades del Cens agrari de l'INE.",144,4981,792425
"Sectors econòmics",g170,"Explotacions agràries. Segons tinença de terres",t200,"Sense terres",f352,2009,,"Idescat, a partir de les dades del Cens agrari de l'INE.",1,32,1519
"Sectors econòmics",g170,"Explotacions agràries. Segons tinença de terres",t200,"Amb terres",f353,2009,,"Idescat, a partir de les dades del Cens agrari de l'INE.",16,325,59320
"Sectors econòmics",g170,"Explotacions agràries. Segons tinença de terres",t200,Total,f356,2009,,"Idescat, a partir de les dades del Cens agrari de l'INE.",17,357,60839
"Sectors econòmics",g170,"Explotacions agràries. Segons tinença de ramaderia",t137,"Sense ramaderia",f139,2009,,"Idescat, a partir de les dades del Cens agrari de l'INE.",8,216,47172
"Sectors econòmics",g170,"Explotacions agràries. Segons tinença de ramaderia",t137,"Amb ramaderia",f204,2009,,"Idescat, a partir de les dades del Cens agrari de l'INE.",9,141,13667
"Sectors econòmics",g170,"Explotacions agràries. Segons tinença de ramaderia",t137,Total,f138,2009,,"Idescat, a partir de les dades del Cens agrari de l'INE.",17,357,60839
"Sectors econòmics",g170,"Caps de bestiar. Per espècies",t140,Bovins,f141,2009,,"Idescat, a partir de les dades del Cens agrari de l'INE.",27,4934,544135
"Sectors econòmics",g170,"Caps de bestiar. Per espècies",t140,Ovins,f142,2009,,"Idescat, a partir de les dades del Cens agrari de l'INE.",670,7708,600082
"Sectors econòmics",g170,"Caps de bestiar. Per espècies",t140,Cabrum,f252,2009,,"Idescat, a partir de les dades del Cens agrari de l'INE.",68,544,71748
"Sectors econòmics",g170,"Caps de bestiar. Per espècies",t140,Porcins,f144,2009,,"Idescat, a partir de les dades del Cens agrari de l'INE.",4,18191,6742638
"Sectors econòmics",g170,"Caps de bestiar. Per espècies",t140,Aviram,f145,2009,,"Idescat, a partir de les dades del Cens agrari de l'INE.",93,144690,43890563
"Sectors econòmics",g170,"Caps de bestiar. Per espècies",t140,"Conilles mares",f146,2009,,"Idescat, a partir de les dades del Cens agrari de l'INE.",2,3899,335054
"Sectors econòmics",g170,"Caps de bestiar. Per espècies",t140,Equins,f147,2009,,"Idescat, a partir de les dades del Cens agrari de l'INE.",57,1007,19352
"Sectors econòmics",g170,"Construcció d'habitatges",t12,"Habitatges iniciats de protecció oficial",f13,2020,,"Departament de Territori i Sostenibilitat. Secretaria d'Habitatge i Millora Urbana.",0,43,1903
"Sectors econòmics",g170,"Construcció d'habitatges",t12,"Habitatges iniciats",f14,2020,,"Departament de Territori i Sostenibilitat. Secretaria d'Habitatge i Millora Urbana.",85,1574,11395
"Sectors econòmics",g170,"Allotjaments turístics",t182,Hotels,f215,2020,,"Idescat, a partir de les dades del Departament d’Empresa i Treball.",9,54,3083
"Sectors econòmics",g170,"Allotjaments turístics",t182,"Places d'hotels",f216,2020,,"Idescat, a partir de les dades del Departament d’Empresa i Treball.",972,6435,318954
"Sectors econòmics",g170,"Allotjaments turístics",t182,Càmpings,f217,2020,,"Idescat, a partir de les dades del Departament d’Empresa i Treball.",0,0,351
"Sectors econòmics",g170,"Allotjaments turístics",t182,"Places de càmpings",f218,2020,,"Idescat, a partir de les dades del Departament d’Empresa i Treball.",0,0,262346
"Sectors econòmics",g170,"Allotjaments turístics",t182,"Turisme rural",f219,2020,,"Idescat, a partir de les dades del Departament d’Empresa i Treball.",0,3,2514
"Sectors econòmics",g170,"Allotjaments turístics",t182,"Places de turisme rural",f220,2020,,"Idescat, a partir de les dades del Departament d’Empresa i Treball.",0,30,20190
"Sectors econòmics",g170,"Parc de vehicles",t18,Turismes,f19,2020,,"Idescat, a partir de les dades de la DGT.",27754,445765,3554258
"Sectors econòmics",g170,"Parc de vehicles",t18,Motocicletes,f325,2020,,"Idescat, a partir de les dades de la DGT.",5916,86799,882094
"Sectors econòmics",g170,"Parc de vehicles",t18,"Vehicles industrials",f272,2020,,"Idescat, a partir de les dades de la DGT.",4046,83165,779051
"Sectors econòmics",g170,"Parc de vehicles",t18,Altres,f326,2020,,"Idescat, a partir de les dades de la DGT.",981,19066,172003
"Sectors econòmics",g170,"Parc de vehicles",t18,Total,f163,2020,,"Idescat, a partir de les dades de la DGT.",38697,634795,5387406
"Medi ambient",g205,"Residus municipals",t204,"Generació per càpita",f366,2019,kg/hab./dia,"Agència de Residus de Catalunya.",1.24,1.19,1.44
"Medi ambient",g205,"Residus municipals",t204,"Recollida selectiva",f368,2019,%,"Agència de Residus de Catalunya.",38.7,42.8,44.9
"Medi ambient",g205,"Residus industrials",t207,"Establiments amb declaració anual de residus",f371,2019,,"Agència de Residus de Catalunya.",101,2892,15740
"Medi ambient",g205,"Residus industrials",t207,"Generació de residus",f369,2019,tones,"Agència de Residus de Catalunya.",10603.90,851996.75,3812262.98
